Time_Index,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9
6487,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6488,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6489,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6490,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6491,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6492,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6493,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6494,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6495,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6496,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6497,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6498,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6499,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6500,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6501,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6502,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6503,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6504,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6505,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6506,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6507,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6508,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6509,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6510,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6511,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6512,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6513,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6514,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6515,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6516,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6517,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6518,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6519,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6520,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6521,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6522,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6523,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6524,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6525,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6526,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6527,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6528,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6529,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6530,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6531,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6532,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6533,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6534,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6535,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6536,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6537,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6538,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6539,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6540,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6541,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6542,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6543,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6544,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6545,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6546,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6547,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6548,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6549,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6550,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6551,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6552,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6553,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6554,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6555,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6556,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6557,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6558,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6559,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6560,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6561,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6562,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6563,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6564,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6565,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6566,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6567,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6568,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6569,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6570,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6571,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6572,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6573,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6574,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6575,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6576,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6577,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6578,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6579,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6580,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6581,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6582,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6583,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6584,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6585,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6586,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6587,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6588,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6589,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6590,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6591,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6592,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6593,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6594,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6595,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6596,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6597,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6598,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6599,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6600,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6601,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6602,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6603,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6604,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6605,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6606,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6607,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6608,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6609,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6610,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6611,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6612,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6613,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6614,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6615,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6616,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6617,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6618,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6619,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6620,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6621,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6622,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6623,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6624,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6625,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6626,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6627,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6628,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6629,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6630,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6631,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6632,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6633,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6634,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6635,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6636,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6637,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6638,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6639,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6640,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6641,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6642,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6643,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6644,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6645,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6646,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6647,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6648,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6649,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6650,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6651,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6652,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6653,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6654,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6655,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6656,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6657,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6658,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6659,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6660,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6661,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6662,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6663,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6664,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6665,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6666,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6667,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6668,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6669,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6670,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6671,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6672,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6673,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6674,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6675,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6676,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6677,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6678,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6679,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6680,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6681,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6682,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6683,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6684,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6685,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6686,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6687,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6688,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6689,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6690,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6691,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6692,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6693,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6694,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6695,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6696,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6697,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6698,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6699,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6700,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6701,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6702,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6703,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6704,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6705,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6706,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6707,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6708,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6709,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6710,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6711,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6712,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6713,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6714,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6715,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6716,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6717,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6718,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6719,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6720,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6721,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6722,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6723,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6724,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6725,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6726,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6727,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6728,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6729,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6730,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6731,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6732,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6733,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6734,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6735,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6736,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6737,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6738,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6739,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6740,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6741,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6742,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6743,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6744,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6745,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6746,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6747,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6748,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6749,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6750,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6751,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6752,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6753,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6754,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6755,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
6756,1,1,1,1,1,1,1,1,1,1,0.9,0.8,1,0.9,0.8,1,0.9,0.8
